"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013743","1948-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","621.0","0","185.9",",0","9",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","12","","","","19480806",",,0","19480831","+,,0","19480831","+,,0","9","","19480801",",,0","19480828","+,,0","13.9",",0,06,","0",",,0,31,+","0",",,0,31,+","72.1",",,0,01,","37.2",",0,28,+","0.0","0","0.0",",0","228.5",",,,0","","","","","","","","","0",",,,0","24.33",",0","29.33",",,,0","19.33",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1948-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","709.3","0","88.3",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","6","","","","19480927","+,,0","19480930","+,,0","19480930","+,,0","3","","19480921",",,0","19480920","+,,0","9.4",",0,27,+","0",",,0,30,+","0",",,0,30,+","22.1",",,0,21,","32.2",",0,20,+","14.7","0","14.7",",0","81.1",",,,0","","","","","","","","","0",",,,0","20.79",",0","26.02",",,,0","15.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1948-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","714.3","0","5.0",",0","8",",0","4",",0","1",",0","0",",X","0",",X","0",",0","0",",0","0",",0","7",",0","0",",0","11","","","","19481019",",,0","19481031","+,,X","19481031","+,,X","","","19481005",",,0","19481001",",,0","1.1",",0,19,","0",",,X,31,+","0",",,X,31,+","46.7",",,0,05,","26.1",",0,01,","172.5","0","157.8",",0","78.7",",,,0","","","","","","","","","0",",,,X","13.40",",0","18.10",",,,0","8.71",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1948-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","715.5","0","1.2",",0","16",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","16","","","","19481130","+,,0","19481130","+,,0","19481128",",,0","","","19481106",",,0","19481106",",,0","0.6",",0,30,+","0",",,0,30,+","0",",T,0,28,","42.7",",,0,06,","25.6",",0,06,","400.0","0","227.5",",0","152.5",",,,0","","","","","","","","","0",",T,,0","10.79",",0","15.81",",,,0","5.77",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1948-12","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","715.5","0","0.0",",0","8",",0","7",",0","0",",0","3",",X","1",",X","0",",0","12",",0","1",",0","0",",0","0",",0","10","","","","19481227",",,0","19481221","+,,X","19481219",",,X","","","19481230",",,0","19481213",",,0","-10.0",",0,27,","51",",,X,21,+","112",",,X,19,","24.6",",,0,30,","20.0",",0,13,","828.5","0","428.5",",0","119.1",",,,0","","","","","","","","","112",",,,X","4.51",",0","8.82",",,,0","0.20",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","16",",0","10",",0","2",",0","1",",0","2",",0","0",",0","9",",0","1",",0","1",",0","0",",0","14","","","","19490130",",,0","19490131",",,0","19490131",",,0","","","19490105",",,0","19490128",",,0","-6.1",",0,30,","51",",,0,31,","145",",,0,31,","36.6",",,0,05,","22.8",",0,28,","1214.0","0","385.5",",0","129.1",",,,0","","","","","","","","","188",",,,0","5.90",",0","10.30",",,,0","1.49",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-02","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","3",",0","2",",0","0",",0","12",",0","0",",0","1",",0","0",",0","7","","","","19490203","+,,0","19490201",",,0","19490228",",,0","1","","19490228",",,0","19490215",",,0","-5.0",",0,03,+","51",",,0,01,","53",",,0,28,","13.0",",,0,28,","25.0",",0,15,","1542.9","0","328.9",",0","68.2",",,,0","","","","","","","","","102",",,,0","6.59",",0","11.39",",,,0","1.79",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-03","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","4.7","0","4.7",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","7","","","","19490301",",,0","19490331","+,,0","19490318","+,,0","2","","19490318",",,0","19490327",",,0","-5.0",",0,01,","0",",,0,31,+","0",",T,0,18,+","18.8",",,0,18,","28.3",",0,27,","1863.5","0","320.6",",0","86.9",",,,0","","","","","","","","","0",",T,,0","8.14",",0","13.06",",,,0","3.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-04","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","8.9","0","4.2",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","7","","","","19490417",",,0","19490430","+,,0","19490430","+,,0","2","","19490405",",,0","19490415",",,0","1.7",",0,17,","0",",,0,30,+","0",",,0,30,+","13.0",",,0,05,","30.0",",0,15,","2033.2","0","169.7",",0","49.2",",,,0","","","","","","","","","0",",,,0","12.81",",0","18.08",",,,0","7.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-05","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","64.8","0","55.9",",0","13",",0","10",",0","3",",0","0",",X","0",",X","0",",0","0",",0","0",",0","24",",0","2",",0","8","","","","19490512",",,0","19490531","+,,X","19490531","+,,X","7","","19490522",",,0","19490507",",,0","6.1",",0,12,","0",",,X,31,+","0",",,X,31,+","48.8",",,0,22,","32.8",",0,07,","2072.8","0","39.6",",0","160.8",",,,0","","","","","","","","","0",",,,X","18.86",",0","24.55",",,,0","13.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-06","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","234.3","0","169.5",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","5","","","","19490609",",,0","19490630","+,,0","19490630","+,,0","2","","19490629",",,0","19490626",",,0","11.7",",0,09,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,29,","35.6",",0,26,","2073.4","0","0.6",",0","61.4",",,,0","","","","","","","","","0",",,,0","23.97",",0","28.58",",,,0","19.35",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-07","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","509.5","0","275.2",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","9","","","","19490701",",,0","19490731","+,,0","19490731","+,,0","5","","19490712",",,0","19490730","+,,0","17.8",",0,01,","0",",,0,31,+","0",",,0,31,+","39.9",",,0,12,","35.6",",0,30,+","0.0","0","0.0",",0","107.2",",,,0","","","","","","","","","0",",,,0","27.21",",0","31.75",",,,0","22.67",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","726.4","0","216.9",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","4","","","","19490821",",,0","19490831","+,,0","19490831","+,,0","1","","19490803",",,0","19490811",",,0","14.4",",0,21,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,03,","36.1",",0,11,","0.0","0","0.0",",0","104.0",",,,0","","","","","","","","","0",",,,0","25.33",",0","29.74",",,,0","20.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","791.4","0","65.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","6","","","","19490926","+,,0","19490930","+,,0","19490930","+,,0","3","","19490922",",,0","19490905",",,0","8.3",",0,26,+","0",",,0,30,+","0",",,0,30,+","27.2",",,0,22,","31.1",",0,05,","30.0","0","30.0",",0","88.9",",,,0","","","","","","","","","0",",,,0","19.50",",0","24.52",",,,0","14.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","829.9","0","38.5",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","12","","","","19491028","+,,0","19491031","+,,0","19491031","+,,0","","","19491028",",,0","19491010",",,0","4.4",",0,28,+","0",",,0,31,+","0",",,0,31,+","37.3",",,0,28,","30.0",",0,10,","97.0","0","67.0",",0","83.1",",,,0","","","","","","","","","0",",,,0","17.41",",0","22.05",",,,0","12.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","829.9","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","4",",0","0",",0","4","","","","19491123",",,0","19491130","+,,0","19491127","+,,0","","","19491101",",,0","19491111",",,0","-2.2",",0,23,","0",",,0,30,+","0",",T,0,27,+","8.1",",,0,01,","25.6",",0,11,","378.6","0","281.6",",0","23.9",",,,0","","","","","","","","","0",",T,,0","8.95",",0","13.91",",,,0","3.98",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1949-12","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","829.9","0","0.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","9","","","","19491217",",,0","19491231","+,,0","19491223",",,0","","","19491223",",,0","19491222",",,0","-6.1",",0,17,","0",",,0,31,+","0",",T,0,23,","12.7",",,0,23,","18.9",",0,22,","776.3","0","397.7",",0","50.5",",,,0","","","","","","","","","0",",T,,0","5.50",",0","9.77",",,,0","1.24",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","1.7","0","1.7",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","6",",0","0",",0","9","","","","19500120",",,0","19500119",",,0","19500119",",,0","","","19500130",",,0","19500126",",,0","-5.6",",0,20,","0",",T,0,19,","8",",,0,19,","14.5",",,0,30,","26.1",",0,26,","1072.0","0","295.7",",0","48.8",",,,0","","","","","","","","","8",",,,0","8.85",",0","13.87",",,,0","3.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-02","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","1.7","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","0",",0","0",",0","10","","","","19500221","+,,0","19500228","+,,0","19500228","+,,0","","","19500201",",,0","19500224","+,,0","-7.2",",0,21,+","0",",,0,28,+","0",",T,0,28,+","14.5",",,0,01,","12.8",",0,24,+","1481.9","0","409.9",",0","69.1",",,,0","","","","","","","","","0",",T,,0","3.69",",0","7.65",",,,0","-0.26",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-03","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","3.4","0","1.7",",0","13",",0","10",",0","1",",0","1",",0","1",",0","0",",0","18",",0","1",",0","2",",0","0",",0","9","","","","19500303",",,0","19500316",",,0","19500316",",,0","","","19500322",",,0","19500327",",,0","-9.4",",0,03,","76",",,0,16,","76",",,0,16,","33.3",",,0,22,","26.1",",0,27,","1885.2","0","403.3",",0","106.0",",,,0","","","","","","","","","79",",,,0","5.38",",0","10.51",",,,0","0.25",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-04","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","8.4","0","5.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","7","","","","19500414",",,0","19500430","+,,0","19500413","+,,0","3","","19500427",",,0","19500404",",,0","-4.4",",0,14,","0",",,0,30,+","0",",T,0,13,+","20.6",",,0,27,","26.7",",0,04,","2100.6","0","215.4",",0","47.2",",,,0","","","","","","","","","0",",T,,0","11.32",",0","16.90",",,,0","5.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-05","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","45.9","0","37.5",",0","17",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","16","","","","19500509",",,0","19500531","+,,0","19500531","+,,0","8","","19500515",",,0","19500506",",,0","6.7",",0,09,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,15,","33.9",",0,06,","2146.4","0","45.8",",0","146.5",",,,0","","","","","","","","","0",",,,0","18.07",",0","22.85",",,,0","13.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-06","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","194.6","0","148.7",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","6","","","","19500605",",,0","19500630","+,,0","19500630","+,,0","2","","19500610",",,0","19500624",",,0","11.7",",0,05,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,10,","35.6",",0,24,","2146.4","0","0.0",",0","79.6",",,,0","","","","","","","","","0",",,,0","23.29",",0","28.41",",,,0","18.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-07","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","386.7","0","192.1",",0","16",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","2","","","","19500727","+,,0","19500731","+,,0","19500731","+,,0","8","","19500720",",,0","19500731","+,,0","16.7",",0,27,+","0",",,0,31,+","0",",,0,31,+","34.5",",,0,20,","33.3",",0,31,+","0.0","0","0.0",",0","129.6",",,,0","","","","","","","","","0",",,,0","24.53",",0","29.07",",,,0","19.99",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","568.9","0","182.2",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","6","","","","19500814","+,,0","19500831","+,,0","19500831","+,,0","6","","19500819",",,0","19500801",",,0","14.4",",0,14,+","0",",,0,31,+","0",",,0,31,+","95.0",",,0,19,","33.3",",0,01,","0.0","0","0.0",",0","185.9",",,,0","","","","","","","","","0",",,,0","24.21",",0","28.80",",,,0","19.62",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","632.7","0","63.8",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","15","","","","19500925",",,0","19500930","+,,0","19500930","+,,0","3","","19500910",",,0","19500903",",,0","6.7",",0,25,","0",",,0,30,+","0",",,0,30,+","70.9",",,0,10,","32.2",",0,03,","32.8","0","32.8",",0","171.2",",,,0","","","","","","","","","0",",,,0","19.37",",0","23.37",",,,0","15.37",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","647.2","0","14.5",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","15","","","","19501027",",,0","19501031","+,,0","19501031","+,,0","1","","19501023",",,0","19501002",",,0","3.9",",0,27,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,23,","30.6",",0,02,","115.5","0","82.7",",0","91.2",",,,0","","","","","","","","","0",",,,0","16.13",",0","21.42",",,,0","10.85",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","655.0","0","7.8",",0","5",",0","3",",0","1",",0","1",",0","1",",0","0",",0","9",",0","1",",0","7",",0","0",",0","2","","","","19501126",",,0","19501125",",,0","19501125",",,0","2","","19501125",",,0","19501101",",,0","-8.3",",0,26,","51",",,0,25,","41",",,0,25,","45.2",",,0,25,","29.4",",0,01,","408.1","0","292.6",",0","72.9",",,,0","","","","","","","","","41",",,,0","8.84",",0","14.29",",,,0","3.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1950-12","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","655.0","0","0.0",",0","8",",0","4",",0","1",",0","2",",0","1",",0","0",",0","23",",0","4",",0","1",",0","0",",0","7","","","","19501227",",,0","19501211","+,,0","19501210",",,0","","","19501204",",,0","19501203",",,0","-9.4",",0,27,","25",",,0,11,+","71",",,0,10,","39.4",",,0,04,","21.1",",0,03,","915.3","0","507.2",",0","69.1",",,,0","","","","","","","","","96",",,,0","1.97",",0","5.84",",,,0","-1.90",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","1",",0","0",",0","0",",0","20",",0","3",",0","2",",0","0",",0","9","","","","19510109",",,0","19510131",",,0","19510131",",,0","","","19510114",",,0","19510119",",,0","-7.8",",0,09,","25",",,0,31,","13",",,0,31,","11.9",",,0,14,","21.7",",0,19,","1358.2","0","442.9",",0","55.4",",,,0","","","","","","","","","21",",,,0","4.05",",0","8.90",",,,0","-0.81",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-02","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","3",",0","1",",0","3",",0","1",",0","0",",0","16",",0","4",",0","2",",0","0",",0","8","","","","19510208",",,0","19510209","+,,0","19510207",",,0","","","19510207",",,0","19510213",",,0","-11.7",",0,08,","25",",,0,09,+","76",",,0,07,","32.8",",,0,07,","22.2",",0,13,","1770.2","0","412.0",",0","67.4",",,,0","","","","","","","","","76",",,,0","3.62",",0","8.53",",,,0","-1.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-03","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","8",",0","1",",0","0",",0","1",",0","0",",0","9",",0","0",",0","3",",0","0",",0","10","","","","19510310",",,0","19510331","+,,0","19510321",",,0","1","","19510319",",,0","19510323","+,,0","-2.8",",0,10,","0",",,0,31,+","25",",,0,21,","26.4",",,0,19,","21.7",",0,23,+","2105.5","0","335.3",",0","74.1",",,,0","","","","","","","","","25",",,,0","7.52",",0","12.43",",,,0","2.60",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-04","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","10.0","0","10.0",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4","","","","19510418",",,0","19510430","+,,0","19510430","+,,0","3","","19510402",",,0","19510429",",,0","1.7",",0,18,","0",",,0,30,+","0",",,0,30,+","26.2",",,0,02,","30.0",",0,29,","2267.7","0","162.2",",0","88.6",",,,0","","","","","","","","","0",",,,0","13.26",",0","18.93",",,,0","7.59",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-05","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","50.0","0","40.0",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","6","","","","19510514","+,,0","19510531","+,,0","19510511",",,0","3","","19510511",",,0","19510516",",,0","8.3",",0,14,+","0",",,0,31,+","0",",T,0,11,","31.2",",,0,11,","31.7",",0,16,","2309.0","0","41.3",",0","69.5",",,,0","","","","","","","","","0",",T,,0","18.29",",0","24.01",",,,0","12.57",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-06","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","194.2","0","144.2",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","15","","","","19510611",",,0","19510630","+,,0","19510630","+,,0","8","","19510610",",,0","19510602",",,0","12.8",",0,11,","0",",,0,30,+","0",",,0,30,+","56.6",",,0,10,","35.6",",0,02,","2314.0","0","5.0",",0","169.9",",,,0","","","","","","","","","0",",,,0","22.97",",0","27.87",",,,0","18.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-07","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","429.4","0","235.2",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","10","","","","19510706",",,0","19510731","+,,0","19510731","+,,0","8","","19510728",",,0","19510722",",,0","16.1",",0,06,","0",",,0,31,+","0",",,0,31,+","73.7",",,0,28,","35.0",",0,22,","0.0","0","0.0",",0","133.5",",,,0","","","","","","","","","0",",,,0","25.92",",0","31.07",",,,0","20.77",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","631.8","0","202.4",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","12","","","","19510824",",,0","19510831","+,,0","19510831","+,,0","4","","19510803",",,0","19510830","+,,0","13.9",",0,24,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,03,","34.4",",0,30,+","0.0","0","0.0",",0","44.5",",,,0","","","","","","","","","0",",,,0","24.86",",0","29.64",",,,0","20.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","733.4","0","101.6",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","8","","","","19510929",",,0","19510930","+,,0","19510930","+,,0","2","","19510914",",,0","19510902","+,,0","6.7",",0,29,","0",",,0,30,+","0",",,0,30,+","30.7",",,0,14,","32.2",",0,02,+","13.0","0","13.0",",0","67.9",",,,0","","","","","","","","","0",",,,0","21.29",",0","26.40",",,,0","16.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","764.5","0","31.1",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","4","","","","19511026","+,,0","19511031","+,,0","19511031","+,,0","1","","19511007",",,0","19511005",",,0","6.1",",0,26,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,07,","34.4",",0,05,","94.7","0","81.7",",0","42.4",",,,0","","","","","","","","","0",",,,0","16.70",",0","21.53",",,,0","11.87",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013743","1951-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","764.5","0","0.0",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","3",",0","0",",0","11","","","","19511128","+,,0","19511130","+,,0","19511118","+,,0","","","19511101",",,0","19511116",",,0","-3.9",",0,28,+","0",",,0,30,+","0",",T,0,18,+","32.5",",,0,01,","23.3",",0,16,","443.8","0","349.1",",0","121.8",",,,0","","","","","","","","","0",",T,,0","6.70",",0","11.39",",,,0","2.00",",,,0","","","","","","","","","","","","","","","","","","","","","",""
